title,text,rating
Quà khuyến mãi bị bỏ quên,Lần sau đừng quên quà khuyến mãi cho khách nha shop.,1
Yêu nơi này,"Bar đẹp , chill, đồ ăn ngon , nhân viên phục vụ nhiệt tình chu đáo (. huyền) . Không gian lãng mạn , rất phù hợp cho các cặp đôi và bạn bè các dịp sinh nhật kỉ niệm",3
"Nhắn tin cho shop nhưng không nhận được phản hồi, mất uy tín quá!",Inbox không thèm trả lời.,1
Quán ngon hà nội,"Món cánh gà chiên mắm siêu ngon,kèm thêm nộm chân gà và bò nướng vừa miệng có phô mai ăn bao phê.Lần đầu mình đến quán chưa thấy bác chủ quán nào nhiệt tình như vậy và rất thân thiện,giá cả rất hợp lý nhé mọi ng",3
Không dám mong đợi nhiều về chất lượng sản phẩm,Tiền nào của đó,2
Đường may không chắc chắn,Đường chỉ cũng không chắc chắn.,1
Quán ngon,"Thức ăn ngon, hợp khẩu vị. Phục vụ tốt. Các bạn hãy ghé thử. Nằm ngay đầu cổng chào phố đi bộ Bùi Viện. Rất dễ kiếm",3
Giày đẹp nhưng không giống hình,"Không giống với hình cho lắm , giày đẹp.",2
Thiếu hàng khi nhận,"Mình đặt 3 sản phẩm mà chỉ nhận được 2 sản phẩm, nhắn tin với shop thì bảo kiểm tra lại đơn hàng xong im lặng luôn.",1
Rất đẹp,"Chùa cầu là một biểu tượng sống của Hội An, nó được xem là mốc của trung tâm. Với thiết kế độc đáo, lâu đời và có ý nghĩa lịch sử to lớn với thành phố Hội An. Cây cầu này được xây dựng trong vòng 3 năm, từ năm con khỉ tới năm con chó mới xong. Cho nên 2 con vật được đặt 2 đầu cầu",3
giá quá cao so với thực tế nhận được,Gọi gà thêm mà 22k chỉ được từng này gà đắt quá,1
Đổi màu không chủ động,Lỗi ở bên shop thì shop nên chủ động mang màu đúng qua đổi cho khách.,1
Đẹp!,"Club đẹp, nằm ngay trên bãi biển. Không gian sang trọng, đa số là khách tây. Rất thích không khí về đêm ở đây.",3
Sản phẩm hơi rộng,Hơi rộng shop ơi.,1
Đồ ăn siêu ngon,"Đồ ăn ngon ko chịu được, nầm tươi mà tẩm ướp vừa vị ăn rất cuốn miệng. Chân gà chiên mắm đỉnh của chóp.",3
"Bún Riêu Cô Xưa - Hương vị ngọt ngào, bá cháy trên môi.","Bún Riêu Cô Xưa - Hương vị ngọt ngào, bá cháy trên môi.

Nếu bạn đang tìm kiếm một món ăn đậm đà, ngon lành và đầy hương vị truyền thống, hãy ghé qua quán Bún Riêu Cô Xưa. Với hương vị đặc trưng và phong cách nấu ăn tinh túy, món bún riêu tại quán này sẽ khiến bạn ""bá cháy"" từ lần đầu thưởng thức.

Được chế biến từ những nguyên liệu tươi ngon và tỉ mỉ, bát bún riêu tại quán Bún Riêu Cô Xưa là một tác phẩm nghệ thuật ẩm thực. Nước dùng riêu đỏ tươi sáng, thơm ngọt, được nấu từ cua, xương ống và các loại tipin tươi ngon, tạo nên hương vị đặc trưng và hấp dẫn. Trong mỗi miếng riêu cua mềm mịn, bạn có thể cảm nhận hương vị tự nhiên và ngọt ngào của đồng quê.

Không chỉ có riêu cua tuyệt vời, bát bún riêu còn được kết hợp với các loại chả giò cao cấp, đậu hủ thơm nứt, rau sống và nước mắm pha chế độc đáo. Sự kết hợp hoàn hảo này tạo ra một trải nghiệm ẩm thực tuyệt vời, khiến bạn không thể nào quên.

Đặc biệt, quán Bún Riêu Cô Xưa luôn đặt sự chất lượng và sự hài lòng của khách hàng lên hàng đầu. Nhân viên phục vụ tận tâm và vui vẻ sẽ giúp bạn có một bữa ăn trọn vẹn và thoải mái. Quán cũng luôn tuân thủ các quy trình vệ sinh và chất lượng thực phẩm, để đảm bảo món ăn được chế biến tươi ngon và an toàn.

Nếu bạn là một người yêu thích ẩm thực truyền thống và muốn khám phá hương vị độc đáo của bún riêu, hãy ghé qua quán Bún Riêu Cô Xưa. Với hương vị ngọt ngào và bá cháy, món bún riêu tại đây sẽ chinh phục mọi vị giác và để lại ấn tượng khó quên.

Hãy tới Bún Riêu Cô Xưa ngay hôm nay và thưởng thức một bát bún riêu đầy hương vị và cảm xúc. Bạn sẽ không hối hận khi khám phá một phần ẩm thực độc đáo và truyền thống tại quán này.",3
"Chất liệu kém, size nhỏ, dễ bục chỉ","Chất liệu không tốt, size, form nhỏ, co giãn không tốt, mặc thử đã bục chỉ luôn rồi",1
Good,"Đồ ăn chất lượng, ngon, giá cả hợp lý
Vị trí trung tâm
Menu nhiều sự lựa chọn
Xứng đáng để quay lại
",3
Áo nhỏ chứ không rộng,Form áo nhỏ chứ không phải áo dáng rộng.,1
Ăn ngon,"Ăn ngon, sạch sẽ, phục vụ tốt, vị trí nhà hàng dễ tìm kiếm, thức ăn đảm bảo, bát đũa sạch sẽ, không gian ấm cúng giữa thủ đô hà nội. Mình sẽ giới thiệu với bạn bè và gia đình",3
Tốt,"Khoang gian thoang mát, nhạc hay, ngồi nhìn thấy toàn cảnh phố đi bộ. Giá cả phải chăng. Nhan vien phuc vu tốt",3
"Shop dễ thương, giao hàng nhanh nhưng màu không giống","Bạn shop dễ thương, giao hàng nhanh, quần vải mềm, co giãn nhiều, mình mua xanh đậm cảm giác màu không giống hình mẫu lắm.",2
Bò nướng Era 4 8 mã mây,"Nhà hàng sạch sẽ, món ăn ngon miệng. Mình thấy ọi người đến đây đều ănmons bò nướng. Mimhf thấy nó rất tuyệt vời, nhân viên nhiệt tình. Nhất định khi đến Hà Nội sẽ quay lại lần sau.",3
Era Review,Đọc nhiều review tốt về quán nên hôm nay đến mục sở thị. Quán thiết kế đẹp lịch sự. Đồ ăn ở đây rất ngon và giá cả khá rẻ.,3
Túi áo bị lỗi chỉ,Túi áo bị Bật chỉ 1 mảng.,2
Không có khuyến mãi,Tính ra chả được khuyến mãi gì cả.,2
Nhà hàng rất có phong cách,"Nhà hàng có phong cách bày trí khá trang trọng,xinh xắn.Món ăn rất vừa với khẩu vị,nhân viên nhiệt tình lắmm mình sẽ đến ủng hộ tiếp ",3
"Áo không dài như mô tả, chất vải ổn","Áo không dài như mô tả, chất vải thì cũng ok.",2
Dễ chịu,Tốt,2
Giao nhầm mẫu và kích cỡ,Đặt mẫu bé trai size 5 thì giao 1 bộ của bé gái.1 bộ size 4.,1
Terraco Sky Bar good view,"Bar nhạc rất hay. Đồ uống ngon và nhân viên siêu nhiệt tình. Bạn Trang đã chụp rất nhiều ảnh giúp mình, cảm ơn các bạn rất nhiều",3
Bãi biển đang bị sụt lở,Năm nay quay trở lại bãi biển này bị sụt lở rất nhiều so với mấy năm trước nên chỉ đi dạo chứ không tắm được. Rất tiếc.,2
Đã cải thiện rất nhiều so với trước,"Đã được tu dưỡng nhiều, hàng quán cũng biết cách cải thiện dịch vụ và trang trí khiến địa điểm này phát triển hơn so với những năm trước. Good food with good price!",3
Good Location,"Cảm giác như những con đường của sự yên bình, thoải mái và hạnh phúc . Người dân nơi đây rất thân thiện, tôi đã mua được nhiều đồ lưu niệm cho các bạn tôi . 
Rất tuyệt",3
"Đồ ăn ngon, vừa miệng 💓 Nhân","Đồ ăn ngon, vừa miệng 💓 Nhân viên trẻ, năng động, dễ thương, nhiệt tình, dọn đồ nhanh. Quán sạch sẽ và mát mẻ",3
Tôi sẽ thử và review sau,Chưa uống nên không biết chất lượng thế nào.,2
Đã nhận hàng.,Em đã nhận được hàng.,2
Thay đổi món ăn tự ý mà không thông báo,"Đặt cơm gạo lứt gà xào chua ngọt, được một lúc bên quán báo hết gạo lứt và đổi thành gạo trắng. Mình đồng ý, nhưng sau đó quán lại tự ý gạch cả đơn và thay thành salad gà mà không hề thông báo một câu",1
Perfect,"Thức ăn rất ngon, view đẹp, phục vụ nhiệt tình, chu đáo rất đáng đồng tiền. Nhất định sẽ quay lại và giới thiệu thêm nhiều bạn bè",3
Dây dán làm sơ sài,Dây dán sơ sài đoạn gập.,1
đẹp- lãng mạn,"nơi này đi cùng gia đình là số 1.
cảnh đẹp, kiến trúc dễ thương và nhân viên thân thiện, nhiệt tình- chu đáo.
gia đình tôi được tư vấn- hỗ trợ hết mình nên rất thoải mái và thu được nhiều niềm vui trong chuyến đi",3
8/3 với chị em,Hôm nay lễ nhà hàng đông vì đồ ăn ngon. Bạn phục vụ Khang khá thân thiện và nhiệt tình. Tôi sẽ quay lại vào ngày gần nhất,3
Hi,Tôi có đi thăm quan lăng bác Hồ vào cuối tuần cùng gia đình . Tôi thấy lăng bác rất sạch sẽ và yên tĩnh .,3
"Áo nhẹ, ít nhăn","Áo mặc nhẹ, không nhăn đỡ nhiều thời gian giặt giũ",2
bò tươi. tẩm ướp đậm vị,"Đồ ăn ngon, bò tươi, tẩm ướp đạm vị. cánh gà chiên mắm cũng rất ngon, phục vụ nhiệt tình,không gian thoáng mát, sẽ ghé lại lần sau. ",3
Màu không như ảnh,"Mua màu xanh hơi tối không giống ảnh, hy vọng ra nắng sẽ sáng hơn.",2
Cần cải thiện,"Không gian rộng rãi, khung cảnh đẹp, tiện nghi. Nhân viên nhiệt tình. Ăn uống không nhiều món nhưng ngon. Lần sau sẽ đến đây nữa",2
Thực sự nể phục người chiến sỹ Cộng Sản,"Địa đạo Củ Chi đã quá nổi tiếng với khách du lịch rồi. Họ đến để thăm quan để biết được cách thức người chiến sỹ cộng sản trước đây đã đào các con hầm và chiến đấu như thế nào. Đến mình là người Việt Nam còn thực sự sốc khi được trực tiếp chiêm ngưỡng các địa đạo, vũ khí, đặc biệt là các hầm chông, nhìn đã dựng hết tóc gây lên rồi.",3
Giống hình mô tả.,Giống hình mô tả.,2
Cần thêm dịch vụ thuê xe đạp điện,"Nay ngày 12/7/2024. Trải nghiệm quá tệ. Nguyên khu rộng lớn như vậy mà k có nổi dịch vụ thuê xe đạp điện cho khách du lịch, xe đạp điện như vậy đi sẽ tự do thoải hơn xe bus dịch vụ của vinwonders. Điểm này còn thua Sunwork. Đi bộ mệt đến nổi chẳng còn sức mà chơi những trò khác nữa. Chưa kể đã có nhiều ý kiến về việc đi bộ vậy rồi mà k thấy lãnh đạo của vinwonders khắc phục.",1
Dinner,Ngọc Mai rất nhiệt tình phục vụ chúng tôi. Cô vui vẻ và rất tận tình. Cảm ơn Ngọc Mai đã cho chúng tôi một bữa ăn tối thật tuyệt vời.,3
Thất vọng về giá và chất lượng cho một dĩa ốc xào,"Vì chưa từng ăn ốc ở mạn này bao giờ, mình có nhờ đến Foody để tìm kiếm. Nhưng có vẻ mọi người không hay review ốc ở đây lắm, nên bọn mình cứ đi một vòng rồi chọn bừa một quán hơi đông để thử :))

Quán khá rộng, chứa được nhiều người, lại gần hồ nên tiện đi hóng gió, họ cũng ghé vào ăn ốc luôn :))

Khi menu được đưa ra, mình khá choáng với giá cả :o Giá từ 40k-60k một bát ốc bé, không ngờ lại đắt như vậy. Đồ cũng không ngon như giá, vì ốc vẫn có nhiều con bị hỏng. Giá cao như vậy chắc là do họ đập hết các con ốc để dễ hút và nhai.

Hai đứa mình gọi ốc xào với 2 cốc trà đá hết 65k :) Bình thường mình ăn ở nhà chỗ này chỉ bằng nửa giá thôi. Thật là đắt quá mà chất lượng cũng không hợp lý. Đồ ở đây bị nhiều mỡ, mình không thích quán cho sa tế vào đồ chấm lắm.",1
"Bowl tươi, ngon","
Toạ lạc ở một toà chung cư trung tâm Sài Gòn, quán có không gian hiện đại nhưng ấm cúng, thích hợp để dùng bữa cùng người thân, bạn bè.",3
OK,"Mọi thứ thật hoàn hảo , food, service, price, promotion,people are Ok đại gia đình Lai thật perfect by ( Tuấn, Hiền)",3
Buổi trưa mát mẻ,May sao được biết đến nhà hàng Hoa Libai. Thưởng thức món ăn siêu ngon. Giá cả hợp lí. Đặt biệt là các bạn phục rất nhiệt tình. Mình đi 3 người tư vấn rất kĩ món ăn hợp lí không lãng phí. Cảm ơn nhà hàng. Mình sẽ quay lại,3
Giao sai màu 3/4 áo,"Đặt 4 áo, shop giao sai màu 3 áo.",1
Không bền.,Áo bị phai màu in.,1
Phố cổ đẹp và cổ kính,Đến phố cổ nhiều lần nhưng mỗi lần đến là một cảm giác khác nhau. Ấn tượng với nét cổ kính và rực rỡ màu sắc của đèn lồng....,3
Phải đến,"Thời tiết, thiên nhiên, con người, tất cả đều rất tuyệt vời, giữa mùa hè nhưng lên đến nơi vẫn cảm thấy không khí se lạnh, sương mù bao phủ, giá vé không phải là đắt so với những gì nhận được.",3
Lẩu riêu cua chua,"- Một bữa ăn gần chết, Nồi lẩu to hơn nghĩ, ra đồ quá nhanh, Lẩu riêu cua hơi dư thừa vị chua tý, gạch không mịn lắm nhưng cũng được.
- Bị ấn tượng với cái món trang trí  Phở cuốn thịt xiên nướng. Con đến ạ người đặt tên, nem lụi thì cứ gọi là nem lụi, chẳng thấy phở đâu cả, chỉ tổ loè loẹt.
- Món rau su su xào khá ổn trừ vài cóng hơi xơ, và không thích xì dầu cho lắm.",1
"Bông lan khô gà 39k: Đắt xắt ra miếng, chất lượng ""cực kỳ tệ""","Bông lan khô gà set giá 60k giảm còn 39k tưởng bánh tử tế ra sao như hình shop đăng còn tạm được đằng này treo đầu dê bán thịt***bánh nhận được mỏng dính, bé tẹo, khô gà lác đác điểm cho đẹp, còn không bằng bánh 25k quán khác. Mất thêm cả tiền ship, quá thất vọng. Ăn cũng chẳng ra gì. Sốt thì lạo xạo. Bánh chả có vị thơm hay béo. Lần đầu cũng là lần cuối cùng. Cạch :(",1
Một trải nghiệm ẩm thực rất tuyệt,"Quán có đồ ăn ngon, không gian rất dễ chịu, nhân viên phục vụ chu đáo 👏👏👏 Mình rất thích phong cách decor của quán ",3
Chủ nhà hàng quỵt lương nhân viên,"Một cái nhà hàng với rất nhiều cái nhất
1. Nhà hàng đẹp nhất ( theo ý của bà chủ siêu nợ lương- phan linh giang)
2. Nhà hàng có bà chủ nợ lương dai nhất ( tới giơ nợ em 7 tháng, có người nghe noi bị nợ mấy năm)
3. Nhà hàng nhây công nợ lâu nhất( nợ supplier nhà nào cũng mấy trăm triệu và ko có ý định trả)
4. Nhà hàng bị đòi nợ nhiều nhất
5. Anh em nào có ý định làm việc thì suy nghĩ cho kỹ, ban đầu sẽ được hứa hẹn, ưu đãi, deal lương cực cao, vì sao deal lương cao ? Vì bà chủ ko có trả đâu. Nên suy nghĩ cho kĩ trước khi bị lừa",1
Over 1 Hour Delivery Wait,"Waiting for more than 1 hour delivery, phone calls to the shop didn’t help",1
Ngon tuyệt!!!,"Được con bạn giới thiệu cái địa chỉ. Nhân tiện tối nay 2 vc chưa biết đi ăn ở đâu nên ghé qua thử phát. Đúng là lớ ngớ vớ huy chương. Đồ ăn ở đây ngon tuyệt, rất vừa miệng, lại nhiều món. Không gian quán ok. Nhân viên phục vụ nhiệt tình. Từ giờ sẽ thường xuyên ghé qua",3
Thất vọng,Mặc được 4 lần và không bao giờ mặc lại nữa.,1
Giao hàng nhanh nhưng sản phẩm không hoàn hảo,"Thời gian giao hàng rất nhanh, Đóng gói sản phẩm chắc chắn nhưng không đẹp, miệng tách men không đều, ủng hộ shop thì cho 5 sao.",2
Vit bac kinh sieu ngon,"Vit quay Úc ngon, veiw đẹp, nhà hàng sang , rat co cảm tình voi hai em phuc vu Hong Đao và Hien rat than thien va tu van mon ăn phù hop cho gia dinh toi",3
Giao hàng hơi chậm,Mỗi tội giao hàng hơi lâu 😶.,1
Vải dày nhưng không mịn,"Vải dày dặn nhưng không mịn lắm, hơi xù.",2
Giao nhầm mẫu cho tôi,Đặt số 5 giao số 1.,1
Bữa tối cuối tuần tại Era,Cuối tuần đông vui tại Era restaurant. Đồ ăn siêu ngon đặc biệt là món bò nướng. Không gian quán sang trọng và rất đông khách nhưng quán phục vụ rất nhanh và chuyên nghiệp.,3
Nước xả vải không đủ,"Haiz nước xả vải đi đâu mất mà nó chỉ còn lưng chừng như này. 1,8l hay không không biết nữa.😂.",2
Nên thuê audio guide hoặc Tour guide,"Bảo tàng rất hay và công phu, thể hiện được nhiều nét nhiều mặt kiến trúc của các dân tộc ở VN nhưng quá nhiều thông tin cho những người thích tìm hiểu về văn hoá, nếu đi 1 mình rất dễ bị choáng ngợp bởi lượng thông tin phải tiếp nhận nên thuê HDV để buổi tham quan được thành công nhất nhé!",3
Không thoải mái lắm nhưng vẫn có thể chấp nhận.,Mỗi tội hơi kích nách.,2
Quá tuyệt vời,"Một chuyến đi thú vị lịch sử, không gian xanh, sang trọng, ấm áp nhiệt tình... chuyến du lịch thú vị",3
Áo bị bẩn,Áo hơi bẩn.,2
Kinh nghiệm đáng sợ với lẩu không tươi và dịch vụ kém,"Đi ăn lẩu mà kêu bếp bị mất điện, khách phải chờ gần 30 phút mới có bếp. Hải sản không tươi, thả vào lẩu bốc mùi thum thủm rất ghê. Bàn mình 4 người ăn thì cả 4 đều bị đau bụng buồn nôn. Rất sợ!",1
Đồ ăn Việt nam ngon nhất ở nha trang,"Đây là một trong những quán ăn ngon nhất nha trang. Mình rất hay đến đây ăn và đồ ăn thì toẹt vời, giá cả hợp lí",3
Thất vọng về sản phẩm,Thật tệ,1
5 star for Era Restaurant,Nếu có sáu sao hay bẩy sao mình cũng sẽ vote cho Era vì đồ ăn ở đây rất tươi ngon và tròn vị. Nhân viên rất thân thiện và nhiệt tình. Mình mê món bò nầm nướng và cánh gà chiên mắm. Sẽ giới thiệu bạn bè và người thân đến Era.,3
Giao thiếu đồ cho khách,Thiếu đồ 1 nửa đồ của khách ! Gọi 2 combo mà gà ship mỗi 1 combo ! Làm ăn vớ vẩn !,1
Bảo tàng đáng tới nhất tại Hà Nội,"- Rất nhiều nét đặc sắc của văn hóa các dân tộc Việt Nam, cách bài trí và cảnh sắc rất tuyệt.
- Hay có chương trình múa rối nước hoàn toàn miễn phí, phù hợp với chuyến đi gia đình hay cá nhân.",3
Chán,Không hiểu shop làm ăn kiểu gì nữa .,1
Thực đơn đa dạng,Thực đơn đa dạng nhưng để nói về độ ngon thì tầm 7 điểm thôi. Không gian nhà hàng rộng rãi và không khí cũng ấm cúng,3
Chưa bao giờ thất vọng về PUKU 😄,"Quay lại Hà Nội vào ngày thu tháng Chín, về lại quán quen, vẫn không gian ấy, tuy lượng khách đã đông hơn nhưng chất lượng vẫn như ngày đầu. Thực sự là một địa điểm đáng ghé qua ở giữa lòng thủ đô.",3
Chấp nhận được với giá sale,Với giá tiền đã sale thì chấp nhận được.,2
Chuyến đi thú vị,"Là 1 chuyến đi thú vị, Bà Nà rất rộng, nhiều chỗ để ngắm cảnh và chụp ảnh. Rất nhiều hoạt động. Bạn nên dành 2 ngày để thăm quan và tham gia các hoạt động.",3
Là điểm du lịch hấp dẫn trong nội thành,"Nằm ở quận Cầu Giấy, gần hồ Nghĩa Đô, bảo tàng này không quá xa. Không gian thoáng, rộng, trưng bày nhiều hiện vật. Có nhà sàn, các vật dụng, quần áo dân tộc. Đặc biệt nhiều khách tham quan là sinh viên.",3
"Chỉ có dây cắm, không đầu.",Sản phẩm chỉ có dây cắm mà không có đầu cắm vậy shop?,1
Rất tuyệt,"Không gian rộng lớn có nhiều cây xanh, rất hợp lý đưa gia đình cho các bạn nhỏ tham quan về cuộc đời cách sống giản dị của Bác, rất thuận tiện đi lại",3
Tàm tạm,"Phòng thoáng, nhiều ánh sáng. Sạch sẽ, phòng tắm không 1 vết bẩn, có tinh dầu xông rất thơm. Sàn lót thảm ấm chân. Nhân viên dễ thương nhưng lễ tân ban ngày có vẻ không nhiệt tình lắm, nhận phòng không hướng dẫn khách. Đồ ăn sáng ổn, hơi nguội lạnh với có vài món chưa ngon lắm. Có gym, hồ bơi",2
"Hàng bị lỗi, cần đổi.","Mình nhận được hàng nhưng hàng bị may lỗi, đề nghị shop đổi lại cho mình.",1
resort rất đẹp!,"resort đẹp, phòng đẹp, theo phong cách hoà mình vào thiên nhiên.
 Buffet sáng hơi ít món nhưng được. Mình thích ăn phở nhưng làm phở không ngon như Vinpearl
 Nhà hàng giá khá cao nhưng đồ ăn thì không ok lắm.",2
Thăm Lăng Bác,"Nếu đến Hà Nội Du Lịch thì không thể bỏ qua Lăng Bác . Một nơi mà khi đến sẽ cho chúng ta cảm xúc hào hùng và uy nghiêm của Việt Nam chúng ta . Xin cảm ơn 
Lưu ý Thứ 6 hàng tuần sẽ không được vào Lăng",3
Bữa sáng tươi lành !,"Mình với chồng ghé qua tiệm bánh S' Patisserie vào chủ nhật để dùng bữa sáng sau khi chạy thể dục quanh hồ. Quán có không gian đẹp, view rất ok và khá yên tĩnh vào buổi sáng. Gọi 2 set ăn sáng kèm cafe. Cảm nhận chung đồ ăn rất ngon, decor đẹp, nhân viên cũng rất thân thiện vui vẻ và có vẻ chuyên nghiệp, hơn rất nhiều những nơi khác, hôm đó là 2 bạn Xuân và Khánh. Thấy thoải mái và sẽ còn quay lại",3
Ok,Chất liệu mềm.,2
Phong cảnh đẹp đồ ăn ngon,"Nhân viên tên Thư phục vụ nhiệt tình dễ thương,đồ ăn ngon lắm,không gian sang trọng ngắm toàn thành phố rất đẹp về đêm,lên món rất nhanh !",3
Ăn tối,Không gian đẹp nhân viên xinh nhiệt tình đồ uống ngon có dịp gì hoặc tổ chức sinh nhật sẽ quay lại tổ chức cảm ơn skybar nhaaaa,3
Sky bar,"Nhân vien phuc vu nhiet tinh, do uong ngon, view đẹp, phu họp voi nhieu doi tuong khach hang, nen đến",3
"Poke saigon mãi ngon , hy vọng cho order thêm x2,x3 lần toping","Đồ ăn ngon topping da dạng lựa chọn nên thích j cod thể trực tiếp order với nhân viên ,nhưng mà topping được chọn k thể thêm hy vọng có thể order thêm x2,x3 để ăn cho đã <3",3
"Ngon , tươi.","Quán nướng rất ngon, phục vụ nhanh nhẹn nhiệt tình. Nầm, bò tươi mới. Món ăn chất lượng. Giá cả phải chăng. Chắn chắn sẽ quay lại lần sau.",3
Tôi đã trải nghiệm tại bảo tàng chứng tích chiến tranh,"Chiến tranh đã đi qua nhưng nỗi đau về nó sẽ không bao giờ ngừng ám ảnh người dân Việt Nam. Có trải nghiệm mới biết chiến tranh tàn khốc tới mức nào... Có trải nghiệm mới thấy được nỗi đau tột cùng đến xót xa của người dân Việt trong chiến tranh... Hi vọng mọi người sẽ cảm nhận được nỗi đau người dân trong chiến tranh để thấu hiểu, đồng cảm với họ khi trải nghiệm tại đây...!",3
Bãi biển tuyệt vời nhất mà tôi đã từng đi ở Việt Nam,"Khung cảnh, giá dịch vụ, nước biển.... tất cả đều rất ok. Giá đừng để những dịch vụ ăn uống tràn xuống bãi biển vào buổi chiều thì sẽ văn minh hơn. Cần thêm rất nhiều thừng rác nữa ở đây",3
Good food,"Very good food, nice view
Món ăn ngonnn, giá ổn áp, nhân viên dễ thương thân thiện, recommend nha mọi người",3
Bà Nà Hill,"Gia đình chúng tôi gồm 3 người đã đến chơi tại Bà Nà Hill vào ngày 25/3/2024
Nhà tôi đã ghé cầu vàng và các địa điểm khác tôi ghé qua rất là đẹp và các món ăn rất là ngon
Bà Nà thật tuyệt vời
Thật là 1 buổi đi chơi tuyệt vời của tôi",3
Nice,Chúng tôi đến đây trong buổi họp mặt lớp. Không gian rất đẹp nhưng những gian hàng trên bãi biển làm mất mỹ quan cho một bãi biển đẹp..,3
Happy brithday,"Dịch vụ tuyệt vời, nhiệt tình. Bạn Hiền phục vụ chu đáo, chụp ảnh có tâm. Buổi sinh nhật rất đáng nhớ",3
Phố đi bộ tuyệt vời,"Gia đình mình rất lâu mới quay trở lại Hà Nội. Hà Nội giờ thay đổi rất nhiều, đường xá đông đúc hơn, người như nêm nhưng vẫn có thể tìm những khoảng thời gian thư giãn tại đây với phố đi bộ mở rộng, rất nhiều hoạt động văn hóa diễn ra, ẩm thực cũng đa dạng và giá cũng tốt hơn hẳn so với bình thường.",3
Không thơm như trước,Đợt này không thơm như mọi lần.,2
thái độ coi thường khách hàng,"Tôi được người nhà tặng voucher cho 1 phòng Superior cho 2 người để nghỉ dưỡng ở đây. Thú thật có nhiều lần tôi lên kế hoạch đến resort này vì nghe nhiều người khen nhưng chưa sắp xếp được thời gian đi, nay được tặng voucher này thật là quá tốt. Nhưng cuối cùng thì chuyến đi của tôi đã không xảy ra....
 Ngay khi tôi gọi đặt phòng (gọi lúc 11h16' trưa ngày thứ Bảy 20/6/2015 và nói tôi có voucher thì họ bảo tôi giữ máy để họ hỏi quản lý. Ngay sau đó tôi nghe loáng thoáng chị quản lý có nói qua loa là ""Em báo họ hết phòng rồi, giữ phòng cho khách trả tiền mặt luôn chứ!""..?!?!.Tôi đã thoáng chau mày!
 
 Rồi sau đó họ trả lời tôi rằng ""chị ơi hiện tại bọn em còn phòng nhưng voucher này không dành cho dịp cuối tuần chị ạ!"". Tôi không nói gì vì cũng chưa nhìn voucher nên phải bảo người quen chụp ảnh lại 2 mặt xem có dòng nào ghi là không dành cho dịp cuối tuần không?
 Cuối cùng trên đó chỉ ghi là ""not available during peak seasons"" mà theo resort đó tôi biết được là peak seasons của họ chỉ có: 30/4, 1/5, 2/9, Giáng Sinh. Vậy nên tôi kiên nhẫn gọi điện hỏi lại lễ tân với lý lẽ như vậy thì họ giải thích ""Bọn em phải giữ phòng cho khách theo đoàn hoặc trường hợp khẩn cấp, nếu là voucher thì chị đặt phút cuối như vậy bọn em không nhận được! Chị cần phải đặt sớm hơn nữa ạ!"" với 1 thái độ lạnh nhạt hơi khó chịu. 
 
 Đến đây chẳng lẽ tôi cũng gặng hỏi tiếp là ""Trên voucher cũng không hề ghi là ""không được phép đặt kiểu phút cuối như em nói!"" nhưng tôi đã quá thất vọng với 1 resort mang tiếng là sang trọng ở Việt Nam mà lại có tư duy như vậy, nên tôi im lặng.
 
 Chắc sẽ không có lần thứ 2 tôi nghĩ đến Emeralda Ninh Binh resort nữa dù đã từng thích đến đây biết mấy...!",1
8/3 hạnh phúc bên công ty,"Bữa tiệc vô cùng tuyệt vời cùng với không gian ấm cúng, trang trọng, đồ ăn rất ngon và đẹp mắt. Nhà hàng còn tặng hoa nhân dịp 8/3. sẽ còn quay lại ủng hộ!",3
Quần hơi chật,Quần cũng có vẻ chật hơn nữa:((.,2
Ghe tham,Cung bt . Minh khổng thích lắm . Mấy may bay chụp hình hoặc lòng vòng . Mình tháy ko có gì đac sắc lắm 😑😑,2
"Ồn ào, náo nhiệt","Phố nhỏ xíu mà không biết bao nhiêu là phương tiện rồi người qa lại, tắc đường liên miên cũng sợ. Nhưng mà vẫn giữ được những mặt hàng đặc trưng tại các phố.
Các khung giờ dành cho phố đi bộ cũng là một điểm nhấn, điểm thu hút du khách. 
Tuy nhiên là một người không ưa chốn quá đông đúc ồn ào không thường xuyên đi.",2
Tôi dẫn gia đình đi ăn sáng tại quán trước khi về Mỹ. Ba mẹ chồng và các em rất thích các món ở đây.  sẽ comeback lại…..,Tôi dẫn gia đình đi ăn sáng tại quán trước khi về Mỹ. Ba mẹ chồng và các em rất thích các món ở đây.,3
Chất lượng nội thất đang xuống cấp,"lần gần nhất Gia đình có ở phòng tầng trệt, vô cùng ẩm thấp,chăn mền cũng bị ẩm . phòng tắm không thoát nước,có cả kiến trên thảm. wifi lại càng không có. Gia đình rất bất ngờ và thất vọng 1 chút . Nếu lần tới ghé sẽ không chọn phòng tầng dưới,hy vọng lần sau sẽ không gặp trường hợp như vậy nữa.",2
Địa điểm giá vé cao.,Phong cách phục vụ không chuyên nghiệp. Giá vé cao. Một số thứ không được trùng tu nên xuống cấp rất nhanh.,2
Cần cải thiện thái độ với khách hàng,Phục vụ không tốt.,1
